tag_clean,semantic_category,semantic_match_reason,n_uses,n_movies,n_users,top_user_uses,top_user_share,pct_movies,idf,passes_statistical_filters,is_reliable_tag,hard_rejection_reason,semantic_rejection_reason,rejection_reason_statistical
"best performance: clint eastwood as ""dirty"" harry callahan",,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: emily watson as bess mcneill,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: gene wilder as dr. frederick frankenstein,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: jack lemmon as jerry/daphne,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
"best performance: jack nicholson as ""baddass"" buddusky",,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: jessica lange as frances farmer,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: john wayne as ethan edwards,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: judy garland as esther blodgett aka vicki lester,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: peter sellers as chance the gardener,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: robert de niro as jake la motta,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best performance: russell crowe as jeffrey wigand,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
best seen in a theater-,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,ownership_watch_status,,
best time-travel movie ever,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
better,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
better as a child,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
better first half,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
better than any new episodes,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
betty sun,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bewitched,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
beyond stupid,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bi-polar disorder,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biblical passage,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
big dude with large hammer,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biggie cheese,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bill connolly,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bill lumberg,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bill nighty,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bill the butcher,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
biloxi,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biltmore hotel los angeles,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bingbing fan,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bio,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biological research,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biologists,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biotech,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
biplanes,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bipolar disroder,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
birdie num nums,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
birthing sequence,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bisexual romance,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bismark,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bit corny,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bitchiness,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black characters,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black detective,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black guy dies,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black jaguar,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black man dies,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black men dressed up like white women,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black rhinoceros,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
black scientist,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blair,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blankness of life,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blind lawyer,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blind superhero,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blood eagle,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blood on wedding dress,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
blood.,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bloodier and gorier,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
blue john canyon,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,admin_platform,,
board of education,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boardroom jungle,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bob,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bob newhart the ninja,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bobby sands,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
body in a fridge,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
body in a tub,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
body wrapped in plastic,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bomb in a cake,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bombay,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bond dies,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bond girls,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bond rome craig,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
"bond, james bond",,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bondsmen,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boner,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bongo,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
book is better than movie,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
book love,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
book-based,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bookwriting,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boomstick,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boot camp episode,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
borderline racist,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boring start,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boris nevzorov,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
boss from hell,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boston destroyed,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
boston ma,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
boston police,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bottle film,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boulder falls on a car,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bounty hunting,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boxer killed,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boxing rematch,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
boy crying,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brace position,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brad and angelina,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brad peyton,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brady corbet,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brain hemorrhage,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brain implants,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brand:blackberry,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brandon de wilde,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brandy norwood,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brawley nolte,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brazilian culture,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brazilian soccer player,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bread slicer,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
breaking cycles,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
breaks fourth wall,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
breathalizer,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
breitbart,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brian keith,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brian o'halloran,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brian percival,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brian tyree henry,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brian vernel,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bridal suite,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bridge building,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
briljant opening,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brilliant horror,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brilliant humor,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
british gangsters,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brittany murphey,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
broken aquarium,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
broken physics,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
brolove,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bronson pinchot,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brother betrays brother,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bruce a. evans,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bruce lee master,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
brunch,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bruno vanden broucke,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
bryan burk,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
buchenwald,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
budget cuts,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bugs!,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bugsy siegal,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
building model airplane,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bulghakov,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
bullshit rape scene,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
burial mound,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
burning bed,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
burton repeats himself.,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
buscemi,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
business drama,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
business strategy,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
business-management,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
but a little slow,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
but amazing swordaction,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
buy hashish,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
buying a town,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
buzkashi,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
by far the best pick out of the three,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
c s lewis,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
c.i.a.,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cabernet sauvignon,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cade woodward,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
cage-fu,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cailey fleming,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
cal tech,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
call backs,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
call centre,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
call-back,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
callan mulvey,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
calling for backup,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
calling someone a devil,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
calling someone a loser,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
calm intelligent pace,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cambridge england,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cameo:elvis,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cameo:frank sinatra,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cameo:judy dench,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cameo:marilyn monroe,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cameo:tom hanks,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
camera tricks,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cameron diaz getting older,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
camgirl,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
camp sci fi,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
campaign documentary,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
can see 100 times no bore at all,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
can you dislike these people after all,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
can't ever rate it - cuz i can't ever watch the whole thing,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
can't stand godard!,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
canadian movies,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
canadian protagonist,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cancún,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cannes - best screenplay,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cannes grand prix,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
cape colony,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cape town,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
captain hook,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
car destruction,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
car stunts,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
car's race,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carbon offset,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carcel,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
career promotion,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carey lowell,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carl anderson,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carly pope,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carmen maura,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carnival freak,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carnival sideshow,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carole bouquet,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carolyn minnott,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carrey decline begins...,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carrie ann moss,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
carried by jeremy renner,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carried over back,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
carrots,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cartoonish antagonists,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
casey afflec,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
cashing in,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
caspar's son,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cassandra syndrom,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
castro,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
catastrofe,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
catastrophic,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
catching a falling man,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
catchy theme,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
caught in bed,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
caught sleeping together,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cave collapses,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cave paintings,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
ceausescu regime,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
celebrity criminal,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
celia johnson,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
cell phone history,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
celtic folklore,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
centaurs,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
central event:wedding preparation,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
central hero,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
century city california,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cgi b/w,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cgi character,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
cgi dogs,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
chaim potok,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
chained refrigerator,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
chaiyya chaiyya,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
challenge assumptions,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
changed my opinion on 2nd viewing,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
changing past event,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
character based on real person:queen victoria of uk,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
characters stupid,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
characters too old,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
charismatic leader,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
charles bickford,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
charles ferguson,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
charlie kaufman-esque,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
charlie ray,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
charming dialogues,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
charmingly outdated cgi,,,2,1,2,1,0.5,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
